pickup_date,trip_count,month,day_of_week,is_weekend,week_number,zscore,zscore_anomaly,if_anomaly,confirmed_anomaly,anomaly_score,causal_label,mode,anomaly_label,month_name
2023-07-21,97806,7,4,0,29,-0.22743838309915076,False,False,False,0.12134817942058973,Normal variation,Taxi,Normal,Jul
2023-07-22,96825,7,5,1,29,-0.28210411312210615,False,False,False,0.07142245764065303,Normal variation,Taxi,Normal,Jul
2023-07-23,84265,7,6,1,29,-0.982003775801331,False,False,False,0.07779788562082912,Normal variation,Taxi,Normal,Jul
2023-07-24,87403,7,0,0,30,-0.8071403091223973,False,False,False,0.09603222089521918,Normal variation,Taxi,Normal,Jul
2023-07-25,100244,7,1,0,30,-0.09158206322558783,False,False,False,0.12743254775885593,Normal variation,Taxi,Normal,Jul
2023-07-26,106079,7,2,0,30,0.23357036764489603,False,False,False,0.13643381351854217,Normal variation,Taxi,Normal,Jul
2023-07-27,109742,7,3,0,30,0.43768919442785786,False,False,False,0.13298661214618246,Normal variation,Taxi,Normal,Jul
2023-07-28,99702,7,4,0,30,-0.12178473975203209,False,False,False,0.12250889691174527,Normal variation,Taxi,Normal,Jul
2023-07-29,94214,7,5,1,30,-0.4276007707061393,False,False,False,0.07254931836341749,Normal variation,Taxi,Normal,Jul
2023-07-30,84741,7,6,1,30,-0.9554789159736788,False,False,False,0.07529625701829668,Normal variation,Taxi,Normal,Jul
2023-07-31,83411,7,0,0,31,-1.0295924949038835,False,False,False,0.08605759383168571,Normal variation,Taxi,Normal,Jul
2023-08-01,95656,8,1,0,31,-0.3472460482870754,False,False,False,0.1122584295478023,Normal variation,Taxi,Normal,Aug
2023-08-02,98746,8,2,0,31,-0.17505735738908137,False,False,False,0.12469549852198303,Normal variation,Taxi,Normal,Aug
2023-08-03,100309,8,3,0,31,-0.08795997102223196,False,False,False,0.11869927263788121,Normal variation,Taxi,Normal,Aug
2023-08-04,89406,8,4,0,31,-0.6955241447636005,False,False,False,0.10780834466492889,Normal variation,Taxi,Normal,Aug
2023-08-05,90037,8,5,1,31,-0.6603619881433306,False,False,False,0.059415319243111275,Normal variation,Taxi,Normal,Aug
2023-08-06,78235,8,6,1,31,-1.3180224832818825,False,False,False,0.0598337080269733,Normal variation,Taxi,Normal,Aug
